input,output,complexity,model,strategy,image_detail,duration_ms,sfc_bytes,sfc_lines,ast_depth_approx,parse_ok,input_tokens,cached_tokens,cache_discount,output_tokens,context_tokens,context_components,stop_reason,cost_usd,error
medium-10,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-2,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-3,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-4,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-5,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-6,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-7,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,gemini-3.1-pro,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39121. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,1-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,9230.1869,1471,49,11,True,1365,0,,1555,0,0,stop,0.0062425,
hard-10,10-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,38597.3752,2650,99,18,True,1076,512,,7131,0,0,stop,0.024717,
hard-2,2-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,17832.9539,1737,55,13,True,889,512,,2619,0,0,stop,0.0092453,
hard-3,3-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,5770.7934,2114,84,11,True,1029,0,,1240,0,0,stop,0.0049363,
hard-4,4-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,45288.3277,2146,77,8,True,917,512,,10188,0,0,stop,0.0349995,
hard-5,5-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,52305.1698,2696,75,17,True,1365,512,,9670,0,0,stop,0.0335519,
hard-6,6-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,30968.5233,1983,70,8,True,681,512,,6497,0,0,stop,0.0222849,
hard-7,7-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,6533.5104,2752,97,12,True,1181,512,,1354,0,0,stop,0.0051487,
hard-8,8-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,59811.4574,2719,58,27,True,921,512,,13766,0,0,stop,0.0471675,
hard-9,9-c1-kimi-k2.6-zero-shot.vue,hard,kimi-k2.6,c1,auto,44264.2422,3004,70,27,True,1365,512,,10268,0,0,stop,0.0355851,
medium-1,1-c1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,c1,auto,7709.1036,3459,105,25,True,981,512,,1410,0,0,stop,0.0051991,
medium-10,10-c1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,c1,auto,12735.091,1100,36,12,True,781,512,,2563,0,0,stop,0.0089793,
medium-2,2-c1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,c1,auto,33545.4965,2373,67,23,True,941,512,,6446,0,0,stop,0.0222935,
medium-3,3-c1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,c1,auto,30837.1658,1384,30,11,True,821,512,,5857,0,0,stop,0.0202069,
medium-4,4-c1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,c1,auto,24761.4455,1840,64,17,True,707,473,,1477,0,0,stop,0.0042200664,
medium-5,5-c1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,c1,auto,140490.3522,1541,47,10,True,901,603,,9162,0,0,stop,0.0251787544,
medium-6,6-c1-kimi-k2.6-zero-shot.vue,medium,kimi-k2.6,c1,auto,22423.0974,1426,35,8,True,941,649,,1543,0,0,stop,0.0044562032,
medium-7,,medium,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,kimi-k2.6,c1,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 39876. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-6,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-7,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-8,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-9,,hard,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-1,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-10,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-2,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-3,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-4,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-5,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-6,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-7,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-8,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
medium-9,,medium,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-1,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-10,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-2,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-3,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-4,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-5,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-6,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-7,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-8,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
simple-9,,simple,kimi-k2.6,c2,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-1,,hard,kimi-k2.6,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-10,,hard,kimi-k2.6,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-2,,hard,kimi-k2.6,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-3,,hard,kimi-k2.6,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-4,,hard,kimi-k2.6,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
hard-5,,hard,kimi-k2.6,c3,auto,,,,,,,,,,,,,,"OpenRouter API Fehler 402: This request requires more credits, or fewer max_tokens. You requested up to 65536 tokens, but can only afford 38762. To increase, visit https://openrouter.ai/workspaces/masterarbeit/keys/19a5c4bba0f97b385188c3e4c4b84a79348cd61d9cf392af0b91cc3c389c447d and adjust the key's monthly limit"
